time-domain,frequency-domain
9.094947e-12,0.0005554437941555079
3.637979e-12,0.00046513986446906176
2.0008883e-11,0.000535676887160872
8.185452e-12,0.0005247828321326436
1.2732926e-11,0.0007561104643155459
0.0,0.0016670043039824247
2.728484e-12,0.002324899239789341
-7.275958e-12,0.001737727208496255
-7.275958e-12,0.0017261208927717858
-2.0918378e-11,0.0016588453847799771
-6.366463e-12,0.0009422852321309264
0.0,0.00012195845283985959
-5.456968e-12,0.001032177549883552
9.094947e-12,0.001297378318521967
-7.275958e-12,0.001693353442683479
0.0,0.00223778915353997
0.0,0.0008683639523404708
9.094947e-12,0.0017661927401176278
0.0,0.002211578478156528
7.275958e-12,0.0022506435651547876
1.4551915e-11,0.0023635514808131833
-4.5474735e-12,0.001414857814129654
7.275958e-12,0.0009486061867159476
-7.275958e-12,0.0002952959240688675
3.637979e-12,0.0008572926718773867
-9.094947e-12,0.0011427907785207764
-1.0004442e-11,0.0010581657942978287
-1.9099389e-11,0.0009191420338947546
5.456968e-12,0.0006735514470353227
2.0008883e-11,0.0015479453214037057
2.910383e-11,0.0012840021278012362
7.275958e-12,0.0007024973374920048
1.0913936e-11,0.0004868790484906042
0.0,0.0012587787412389221
0.0,0.0017992018556493294
-3.637979e-12,0.0011447398661396878
-1.6370905e-11,0.0009928669957908025
7.275958e-12,0.001106987442985308
-9.094947e-12,0.0010373135336306696
-6.366463e-12,0.0008699850000368135
-1.8189894e-12,0.0009311312857939397
1.6370905e-11,0.0010177756238074222
0.0,0.0012265753847771291
-5.456968e-12,0.0015415719071541403
-3.637979e-12,0.0014400736079572584
-1.4551915e-11,0.0007248244885423391
-9.094947e-12,0.00013025539315833607
2.0008883e-11,0.0006435233521415838
-3.637979e-12,0.0006583101487153123
-3.637979e-12,0.00013156026699743961
1.8189894e-12,0.000674436780122325
7.275958e-12,0.00043676525655756175
2.1827873e-11,0.000516249710819717
0.0,0.0008620343071100399
1.6370905e-11,0.0005101202734756631
-1.4551915e-11,0.000822506188358033
0.0,0.0010977644685151154
1.8189894e-12,0.0009289412834760813
1.8189894e-12,0.0006779317818758801
-7.275958e-12,0.0005155947168641495
1.0913936e-11,0.00031803914841400276
-1.0913936e-11,0.0002703698367180158
7.275958e-12,0.0003317955073278599
-1.4551915e-11,0.0003333247563517315
-7.275958e-12,0.0007103282277658496
-3.637979e-12,0.0007938593907059186
-1.8189894e-12,0.0004969884699012678
-3.637979e-12,0.0005847380825485707
-2.1827873e-11,0.0007389971601243395
1.0913936e-11,0.00045176885728299775
-7.275958e-12,0.0004697716957302097
1.4551915e-11,0.00039084175227204523
0.0,6.850876461832089e-05
-1.4551915e-11,0.0002730849909135541
-7.275958e-12,0.00011145310922146236
-7.275958e-12,7.490036901591085e-05
-3.637979e-12,0.00021244385007090284
7.275958e-12,0.0006663840714276453
7.275958e-12,0.0007614781412841045
0.0,0.0004739016453207468
1.4551915e-11,0.0005403888259591759
0.0,0.0006410419346261633
1.0913936e-11,0.0006159468215196065
5.002221e-12,0.0004602511536915845
1.0913936e-11,0.00027549747341668566
2.1827873e-11,0.00046712303810506723
5.456968e-12,0.0004423366346603376
5.456968e-12,0.00016387092567826274
1.0913936e-11,0.00015534073001136555
-2.728484e-12,0.00020877771130246853
-2.1373125e-11,0.0002838383348639959
-9.094947e-12,0.00039889975961836103
-1.8189894e-11,0.000782259951303581
0.0,0.00151495597850292
0.0,0.0014143602236383619
1.43245416e-11,0.0007967451239258238
-1.3187673e-11,0.00059606504281635
-2.5011104e-12,0.0001456928529131488
9.094947e-12,8.232795571314611e-05
-5.456968e-12,0.0002120070471939668
1.0913936e-11,0.0002984345481548835
-3.092282e-11,0.000542218677078724
2.7284841e-11,0.001325706878939988
-4.0017767e-11,0.0014250209352920482
4.7293724e-11,0.0010138911113922477
-2.6375346e-11,0.0007836643996593312
1.8189894e-11,0.00032038552201648247
2.2737368e-12,0.00031592572394055556
-3.45608e-11,0.0002217052390032135
6.184564e-11,0.0001629114272337385
-1.2369128e-10,0.0002922140466937722
1.9645086e-10,0.00014618144769064533
-2.8376235e-10,0.00031359320683633493
4.120011e-10,0.0006487341180388726
-5.2568794e-10,0.0006373706757614638
6.730261e-10,0.00041843953747795743
-8.2945917e-10,0.0001823773181950193
1.029548e-09,0.00018348773749273423
-1.193257e-09,0.00021112953614853757
1.3460522e-09,0.00017660337916637406
-1.5043042e-09,0.0002472786053063332
1.6498234e-09,0.0002532264190458284
-1.70985e-09,0.00032763632531037105
1.720764e-09,0.0001952983412436359
-1.628905e-09,0.0004892332728464282
1.4333636e-09,0.0005773704574618095
-1.1132215e-09,0.00022794876728867675
6.211849e-10,0.00020065317062736347
3.3651304e-11,0.00021211993096483932
-9.0039975e-10,0.0004105661892963402
1.9608706e-09,0.0009240847185884947
-3.261448e-09,0.0011492077810484852
4.791218e-09,0.0006117238328991587
-6.486516e-09,0.00026403868480721893
