Dominant_Frequency_Hz
40.0
40.0
760.0
1080.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
800.0
1080.0
800.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
800.0
800.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
800.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
1080.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1080.0
1080.0
1080.0
1080.0
0.0
0.0
0.0
0.0
0.0
0.0
