0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
-47.44845,-47.00287,-48.914482,-56.94947,-17.855759,0.17746162,10.00705,18.529537,18.699383,12.967955,12.965313,10.067671,9.203119,15.570459,13.069195,12.11804,13.371639,16.54573,18.52791,18.587757,21.16142,15.972004,13.78833,14.500513,18.452742,19.80545,16.88102,13.095865,11.994486,8.587563,6.432266,8.562859,12.699068,17.312304,20.865269,22.157616,26.491016,25.726456,17.834326,21.326727,30.720474,32.114193,24.311966,26.66202,39.651245,46.073277,45.107918,46.06128,44.92469,43.696655,46.021515,44.8938,43.0847,40.36327,40.11003,39.627083,37.88511,37.797592,37.496624,35.67657,33.479515,34.41973,34.36722,32.245026,30.20359,27.183994,25.796322,24.715275,23.029251,23.480381,21.83255,24.835125,23.585728,19.865978,19.463139,13.065178,0.0,0.0,0.0,0.0,9.55941,14.0709915
-49.311417,-47.532303,-49.340164,-62.920334,-23.64645,-2.7715683,4.2180023,4.091652,3.9897118,7.1131,8.341173,6.410919,4.820671,5.8676376,8.017494,8.603823,10.582246,14.319338,15.185151,16.968256,22.730827,17.19373,11.786598,10.678118,16.202618,22.322859,21.26127,13.24015,11.685791,10.308811,10.270008,11.21788,14.738701,19.31742,20.863594,21.84002,26.99619,26.36827,20.046638,26.988472,29.179707,22.089642,15.473457,21.294828,37.04377,47.007263,47.013237,45.575893,44.830288,42.869965,42.336327,42.005005,40.299408,39.31905,38.962723,36.93718,36.4346,36.869274,33.9141,32.030777,30.569942,30.295975,32.279526,31.18161,26.902382,25.636753,26.114902,23.915333,22.882412,22.76944,21.510117,21.373325,19.223255,17.634033,17.92794,10.975174,0.0,0.0,0.0,0.0,9.115608,13.599686
-49.307777,-49.308113,-52.93158,-65.83093,-30.799953,-8.788889,-3.5814953,-4.807667,-5.486266,-3.055212,2.8930035,6.9806976,7.1931458,6.5820465,7.411051,7.679863,6.625066,8.291445,12.910492,12.562372,12.248894,11.578184,10.934603,11.590643,14.66166,21.270407,19.419758,11.058304,10.677822,8.379169,6.356632,5.324625,7.121191,12.793739,15.424282,21.254822,28.060616,24.629673,10.667259,22.582005,27.043285,22.016989,14.188055,16.091,29.18005,44.209026,44.087914,42.489426,42.589615,41.243927,40.696487,40.860237,40.479362,36.58717,35.38968,33.892204,33.9595,32.997444,32.41857,30.527996,28.032566,26.298252,25.050457,25.229267,25.8222,24.358734,23.819374,21.253529,19.312244,20.949577,19.429554,16.716656,15.493469,15.494461,14.071915,4.6178436,0.0,0.0,0.0,0.0,8.280281,12.742371
-52.899418,-53.66108,-56.89029,-67.85523,-33.712044,-11.233266,-3.4532108,-3.4943094,-7.931444,-5.9220448,-0.9428816,1.8925104,3.234003,1.3996525,0.60977554,4.6322594,9.231708,10.03695,12.357244,13.55271,13.548138,10.808418,9.389748,11.441395,16.556637,20.588385,17.97838,13.229609,9.593227,8.184185,8.968361,8.182428,8.590609,12.568121,14.524654,18.600435,24.759712,22.476248,10.156748,21.31991,26.807497,21.800777,11.970318,11.8155365,24.730736,41.868465,40.45216,39.092533,39.530952,38.830093,37.34325,37.234413,36.479042,35.714294,34.54657,32.31347,29.050053,27.252483,28.182945,29.211433,28.116604,26.365265,24.788284,23.248627,21.606007,19.912724,19.500156,18.048431,16.214024,14.912384,14.290222,14.196022,13.288086,10.942146,8.11438,0.15066528,0.0,0.0,0.0,0.0,7.537483,12.038887
-56.693783,-57.510056,-58.82918,-66.15723,-33.57709,-12.55142,-4.02026,-2.120614,-3.4055796,-2.8553267,-0.16739273,-1.095995,1.3098583,6.456794,5.803114,9.580435,15.261072,10.389729,6.962372,12.093285,14.097471,8.939412,7.997854,11.006487,17.115795,17.332052,12.271239,7.232321,6.971987,8.825115,14.17342,9.6476555,9.079748,11.67972,11.696102,18.59429,23.159578,20.220955,5.7742233,13.299551,23.342842,22.374544,11.709871,14.097,27.38176,42.889145,41.961006,39.79487,37.868507,36.192474,35.538357,34.46745,33.667686,33.266792,32.021374,28.041592,25.272484,25.795227,25.60123,25.37759,23.250004,21.336845,22.06836,20.99239,18.635548,19.856823,16.145916,13.819931,16.493805,15.56218,12.293549,11.611015,9.819626,8.35936,5.6851807,0.0,0.0,0.0,0.0,0.0,6.9082336,11.382019
-47.493946,-47.324715,-48.72619,-57.824722,-27.063519,0.646368,10.113411,10.124981,8.528883,7.496874,10.860474,12.017722,13.969488,12.4418,9.22909,12.128641,14.187059,16.147013,13.271257,17.437817,22.971361,21.520748,18.847878,17.213121,24.384136,29.15636,26.242765,20.51903,18.813145,19.311485,16.864182,18.249142,20.48146,20.281826,21.205107,28.469723,32.876278,29.376999,14.675755,19.289162,26.461222,26.412159,18.951084,18.490643,31.599361,40.67417,40.04534,38.496544,37.159397,35.74456,34.309124,33.214104,31.973557,29.43731,28.213032,25.688,23.62172,25.879807,25.675816,23.32785,20.623844,20.014256,20.484257,18.061077,17.921207,17.162914,13.7862625,12.679337,14.332069,13.579269,10.92038,8.975937,5.1342926,3.1047058,1.9603577,0.0,0.0,0.0,0.0,0.0,6.11203,10.614769
-54.905113,-55.18732,-55.450745,-66.60713,-34.520607,-9.984638,-3.4053373,-2.5164375,-4.957697,-5.069067,-0.012886047,3.5445137,6.0939894,5.1881237,3.0817814,7.3728237,8.343853,5.4398766,5.754511,9.541271,12.3965845,7.700758,5.53413,8.210789,13.303635,14.838961,11.502678,7.6380043,7.2958603,9.286911,9.471283,10.520369,8.698336,11.884495,13.997459,19.091267,24.035397,20.939896,4.597519,13.414532,17.985273,17.666197,12.841818,10.808395,22.785896,40.683826,38.26778,34.983223,34.067417,34.06149,32.89942,31.746742,29.568565,27.44077,28.036186,26.437382,23.228127,23.492168,23.82251,21.141403,20.806103,19.745464,19.05447,17.694637,16.931755,16.884205,15.29557,11.50856,11.554382,10.9800415,7.576706,2.6658783,2.924469,1.9913177,0.66851807,0.0,0.0,0.0,0.0,0.0,5.5151215,10.00766
-59.463264,-63.075386,-64.52049,-68.45176,-31.673618,-13.120399,-6.415862,-5.3135433,-5.7731857,-4.668989,1.5532484,5.943081,9.509754,8.995138,9.05425,11.932307,10.5582905,3.931898,3.3990479,6.849039,7.8504257,5.8497276,4.90069,4.363678,9.877037,16.453133,14.344717,8.145849,6.748253,7.423443,5.3518524,6.2233467,3.791256,7.6124725,13.209856,16.999912,22.104628,19.222828,3.799034,10.91642,14.930929,13.348949,7.421074,5.733242,17.626236,37.06172,34.917,33.241364,33.485374,33.132095,31.919159,28.580414,27.733654,25.222065,24.812004,23.99525,21.633675,19.135662,18.153316,17.772724,19.981396,19.367527,17.89824,14.91153,14.815033,14.402992,13.09491,10.8533325,8.605431,8.753738,5.8964386,0.0,0.0,0.1552124,0.0,0.0,0.0,0.0,0.0,0.0,5.194824,9.62809
-54.365295,-59.66028,-62.90616,-67.9781,-31.813232,-7.095502,-3.411416,-5.134184,-4.3109436,-2.0351067,2.6321888,4.4290123,4.953293,5.5320244,5.919876,9.20921,9.946213,7.225916,7.658396,11.566969,10.5219345,6.391819,6.844496,6.352047,10.412027,15.901204,13.03702,7.513647,9.49472,9.053835,4.8954372,5.7940903,9.379604,12.493748,16.773348,22.737701,31.920315,29.222206,7.2541885,10.059029,22.279438,21.483818,11.130112,7.5121346,20.59716,35.52073,32.86452,32.095486,31.094837,31.946022,29.856247,26.575153,25.295628,22.49273,20.636322,17.385643,17.46743,18.429966,16.134296,14.147797,14.994644,15.850555,15.0399475,10.982613,9.803436,9.801117,8.549255,7.4025726,5.5245514,2.5273438,0.8822174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.304016,8.782013
-55.242973,-60.716316,-63.702923,-68.54262,-32.20365,-6.770237,-2.277563,-3.9695845,-4.324747,-3.043066,3.1451874,4.1395416,2.2260227,1.327177,0.4048214,4.3947887,5.6433563,5.427387,6.7307453,10.036838,12.530806,5.9795284,2.3860703,5.1856365,11.869144,16.829313,12.992177,5.757374,6.437832,5.6719913,1.5768356,2.394043,9.1775055,12.28401,12.755844,18.824955,26.153547,21.894094,2.005806,11.283443,21.459955,19.53136,8.81992,6.218956,15.353661,32.16442,30.246933,28.61665,28.420734,27.746521,24.905582,22.216908,22.185314,21.634617,19.70279,17.855637,15.906441,14.913483,14.978775,14.998009,13.002846,13.43335,11.8909,7.572563,6.3866653,4.6374054,4.3373413,1.5428772,1.6490021,1.1983795,0.085357666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.588211,8.066742
-55.160774,-59.51161,-58.64351,-63.273598,-31.7007,-8.595503,-2.089655,-1.6001816,-3.2419128,-1.8416748,3.5602188,3.0176373,7.060235,4.4504604,2.4246387,6.2682247,4.6593075,3.8589573,6.145487,12.622995,13.240395,6.850054,4.4212456,6.0451202,15.6650505,21.387812,17.433918,8.88427,5.1754513,2.0400238,-1.5951462,-1.299633,7.431988,12.109676,16.292912,22.30529,27.490147,20.910753,2.2829247,13.298197,18.90281,17.870916,11.782869,7.127144,10.738987,30.58017,29.406708,27.641651,25.345062,24.094852,23.03181,20.705837,19.596287,17.55508,15.340881,14.523727,12.380692,9.972961,9.994438,11.878532,11.108902,9.940933,7.2351,2.0224304,0.034225464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.965561,7.436035
