FFT_512_Magnitude
10381.98586746018
3075.714456665884
2973.754688119875
1142.4998395353427
1781.730391711186
896.8560986797885
465.73579459643196
106.26437187317791
284.8036832437125
576.6477654935724
269.83425961277686
573.391808579883
57.717393719843635
283.34686675858296
591.8566897172335
471.9365732150987
1364.3833803995803
928.2099274257117
704.3383544701034
596.5222158368199
1288.8844056713783
189.80980564336608
396.30218008148813
789.4479948639334
804.2777989333275
813.4029741945251
999.817432555761
362.62084372575026
541.4556598476593
1071.178572227291
