MelBin_1,MelBin_2,MelBin_3,MelBin_4,MelBin_5,MelBin_6,MelBin_7,MelBin_8,MelBin_9,MelBin_10,MelBin_11,MelBin_12,MelBin_13,MelBin_14,MelBin_15,MelBin_16,MelBin_17,MelBin_18,MelBin_19,MelBin_20,MelBin_21,MelBin_22,MelBin_23,MelBin_24,MelBin_25,MelBin_26,MelBin_27,MelBin_28,MelBin_29,MelBin_30,MelBin_31,MelBin_32,MelBin_33,MelBin_34,MelBin_35,MelBin_36,MelBin_37,MelBin_38,MelBin_39,MelBin_40,MelBin_41,MelBin_42,MelBin_43,MelBin_44,MelBin_45,MelBin_46,MelBin_47,MelBin_48,MelBin_49,MelBin_50,MelBin_51,MelBin_52,MelBin_53,MelBin_54,MelBin_55,MelBin_56,MelBin_57,MelBin_58,MelBin_59,MelBin_60,MelBin_61,MelBin_62,MelBin_63,MelBin_64,MelBin_65,MelBin_66,MelBin_67,MelBin_68,MelBin_69,MelBin_70,MelBin_71,MelBin_72,MelBin_73,MelBin_74,MelBin_75,MelBin_76,MelBin_77,MelBin_78,MelBin_79,MelBin_80,MelBin_81,MelBin_82,MelBin_83,MelBin_84,MelBin_85,MelBin_86,MelBin_87,MelBin_88,MelBin_89,MelBin_90,MelBin_91,MelBin_92,MelBin_93,MelBin_94,MelBin_95,MelBin_96,MelBin_97,MelBin_98,MelBin_99,MelBin_100,MelBin_101,MelBin_102,MelBin_103,MelBin_104,MelBin_105,MelBin_106,MelBin_107,MelBin_108,MelBin_109,MelBin_110,MelBin_111,MelBin_112,MelBin_113,MelBin_114,MelBin_115,MelBin_116,MelBin_117,MelBin_118,MelBin_119,MelBin_120,MelBin_121,MelBin_122,MelBin_123,MelBin_124,MelBin_125,MelBin_126,MelBin_127,MelBin_128
0.11788925,0.10730643,0.06258296,0.020810394,0.0051083737,0.0018188978,0.00066645985,0.00033200794,0.000254666,0.00024093274,0.00023561591,0.0001980469,0.0005067976,0.0010762598,0.0014065657,0.0010284849,0.00054578646,0.00028761773,0.0007694769,0.001541374,0.0022851345,0.0019956236,0.00141303,0.0007449324,0.0004095789,0.00018019511,6.3836786e-05,0.00016703054,0.00021743162,0.0001380727,0.00016901547,0.00018815324,0.0001436855,3.779114e-05,8.861405e-05,0.0001440918,0.00013508259,0.000105961466,8.5757616e-05,8.499419e-05,9.793216e-05,0.000117717165,0.00012662537,0.0001366139,0.00014732216,9.0339185e-05,3.230732e-05,1.1340106e-05,4.7486683e-05,9.526375e-05,0.00017748453,0.00024586648,0.0001954743,0.00010095947,7.4262214e-05,0.00030070153,0.0007204401,0.00064710923,0.00022755328,4.316907e-05,6.437544e-06,9.427762e-06,2.1237816e-05,2.557602e-05,2.7810975e-05,7.300698e-05,6.614137e-05,4.9507224e-05,0.00017222909,0.00030651566,0.00035159138,0.00014795139,0.00012484241,7.876848e-05,2.4980853e-05,4.682807e-05,3.3948734e-05,3.0208594e-05,6.91854e-05,1.7462786e-05,4.6398563e-06,6.200472e-06,1.6711729e-05,2.8484088e-05,9.7987195e-06,3.987012e-06,1.2839036e-05,9.932711e-06,3.3278363e-06,8.288667e-06,8.594319e-06,4.7163226e-06,3.1251147e-06,2.9260434e-06,2.593878e-06,2.9556443e-06,3.680127e-06,4.0010273e-06,2.9696728e-06,2.8008844e-06,2.787959e-06,2.6721104e-06,2.9283392e-06,2.9634193e-06,3.623262e-06,3.267656e-06,3.0603844e-06,3.009201e-06,2.8265183e-06,2.9119738e-06,3.0620565e-06,2.9890123e-06,2.938272e-06,3.381677e-06,3.1633092e-06,2.7833198e-06,1.7347613e-06,3.0182302e-06,2.203542e-06,1.5975791e-06,9.1078385e-07,1.1211466e-06,8.491235e-07,9.965761e-07,1.056589e-06,8.981416e-07,3.35902e-07,1.1284762e-08
17.229822,28.60035,4.2827926,0.31005174,0.15173195,0.045202527,0.011431347,0.008323915,0.0077723768,0.006229496,0.0045505874,0.004996184,0.027977081,0.22497398,0.1081383,0.07343412,0.057014693,0.011805691,0.07840904,0.05741967,0.16578358,0.13393828,0.038729705,0.03793915,0.015274827,0.036559425,0.039497998,0.027201131,0.05560289,0.011976874,0.017272752,0.021986963,0.008110903,0.0024302234,0.00402887,0.0063289823,0.010394384,0.004776724,0.0049760984,0.002550748,0.0034623258,0.0057772878,0.004709603,0.0027251458,0.0071850438,0.004533716,0.0049610436,0.005842207,0.0034632822,0.0032061022,0.008655919,0.031236649,0.043715093,0.021940649,0.027187347,0.033651512,0.19459242,0.12947264,0.02379671,0.01682304,0.010349218,0.0049028923,0.0057368986,0.0048589176,0.0025537668,0.007147873,0.003957498,0.0052608275,0.021483287,0.039266333,0.036914892,0.011782757,0.0056470474,0.00579989,0.008521926,0.0050626365,0.0023114956,0.0025630693,0.0062827733,0.002569357,0.00038236254,0.00044957452,0.0007160396,0.0021053446,0.00070267497,0.00046744873,0.0006507419,0.0006575176,0.00033791136,0.0003785923,0.00031492912,0.00041292195,0.00018839982,7.984086e-05,6.153994e-05,8.711619e-05,0.00011106631,8.527215e-05,8.1959166e-05,7.128464e-05,6.257584e-05,6.158738e-05,7.688184e-05,7.01957e-05,8.643699e-05,8.114661e-05,7.100345e-05,5.8798723e-05,6.304899e-05,7.166939e-05,6.394904e-05,6.611147e-05,7.012518e-05,7.131712e-05,7.40653e-05,6.0777096e-05,3.8256607e-05,5.6792618e-05,5.0638428e-05,3.1852396e-05,2.120642e-05,2.1090162e-05,1.7295883e-05,2.2623819e-05,2.2864799e-05,2.0997853e-05,7.646e-06,2.5327864e-07
97.28321,116.24166,7.512715,0.39347303,0.20703933,0.11090529,0.053492073,0.037687268,0.048133552,0.036531195,0.020284204,0.036986157,0.16451627,1.3472465,1.2183855,0.8452465,0.58419204,0.38029495,0.97312987,1.2673033,0.8775876,0.58897364,0.3151427,0.13019384,0.09133411,0.16712393,0.2548744,0.2894159,0.22562723,0.043567304,0.053716354,0.065942556,0.028944539,0.06068039,0.022339754,0.020883922,0.02755871,0.0908662,0.08518241,0.06762109,0.029461458,0.01528666,0.0076056668,0.011044297,0.022673998,0.025071442,0.016827265,0.023926772,0.017995484,0.018430475,0.058094703,0.07513216,0.2823014,0.20603752,0.22897771,0.28136083,0.87359166,0.37024403,0.20069852,0.19055144,0.10075144,0.044963613,0.024946209,0.02715287,0.031454615,0.046079554,0.06071471,0.046687342,0.098526075,0.45801723,0.4261589,0.07405563,0.025597325,0.047000483,0.06935192,0.058238555,0.060231883,0.041673966,0.03229348,0.014980133,0.0055324454,0.003046332,0.005691918,0.022585746,0.0091972295,0.005283006,0.003112876,0.0047326665,0.0036640556,0.001980962,0.0025290076,0.0022078108,0.0007363888,0.00012549017,9.240545e-05,0.00035342446,0.0004753968,0.00015084511,0.00019608537,9.683486e-05,8.948769e-05,9.5253265e-05,9.0788104e-05,7.907799e-05,8.039873e-05,7.3606774e-05,6.330005e-05,5.0492992e-05,5.8686997e-05,6.73113e-05,5.6453464e-05,6.260793e-05,6.327436e-05,6.2767554e-05,7.156498e-05,5.5621258e-05,3.3777345e-05,4.7716665e-05,4.5869056e-05,3.0079467e-05,2.5412566e-05,2.032936e-05,1.554561e-05,2.060432e-05,1.984908e-05,1.8933166e-05,7.03038e-06,2.2504456e-07
238.46774,213.08978,15.655504,1.5474774,0.784987,0.4222312,0.18155327,0.115520835,0.11182844,0.051791783,0.057710044,0.6709784,2.0232258,2.3817067,7.659837,2.409978,1.3071336,1.644521,2.1251998,3.5281155,7.779056,4.8824162,2.0531445,0.53461057,1.1520857,0.8657123,2.0844038,1.1922423,0.34785014,0.056198448,0.15092382,0.19055139,0.16780004,0.39098215,0.13800402,0.1175477,0.1081468,0.17854448,0.30372858,0.15306775,0.11365043,0.04236611,0.009143022,0.030475788,0.10141126,0.042371124,0.1107834,0.04121104,0.07776464,0.05030183,0.2406016,0.26642632,0.3731386,0.9276131,1.1641592,3.1108825,3.1255708,0.7615454,0.38100785,0.5028472,0.16049299,0.11925416,0.045937754,0.053519614,0.20235935,0.17086758,0.22216177,0.11215172,0.20290889,0.51673156,0.8663692,0.3842394,0.18161815,0.24637769,0.122388616,0.19242893,0.4089919,0.21467194,0.08870449,0.05062235,0.021003755,0.007710233,0.024758305,0.08566575,0.029174563,0.009872907,0.015387373,0.016882557,0.017092844,0.006567827,0.0116663575,0.010820698,0.0019056047,0.0002533303,0.00015595058,0.00095219526,0.0011768752,0.00065882417,0.0005365401,0.00015533493,0.00015030125,0.0001616817,0.000118501775,9.768084e-05,2.3839446e-05,6.6959924e-06,6.7204137e-06,1.1543888e-05,2.0115876e-05,1.7922348e-05,1.6207428e-05,3.430531e-05,1.9592153e-05,2.2336953e-05,3.837818e-05,2.0690926e-05,3.150416e-06,3.4488344e-06,8.644514e-06,1.3101457e-05,4.0401817e-05,2.6882492e-05,4.5038805e-06,2.9562614e-06,1.96593e-06,2.1551502e-06,1.4381445e-06,4.860222e-08
1370.77,1122.9099,145.46046,7.154677,7.4275913,3.2558448,0.34929186,0.36621693,0.39715084,0.06997043,0.2834907,5.0769095,15.726886,17.071342,9.509074,2.4446316,4.227645,4.6986613,2.0175536,4.4404125,17.44636,11.351954,5.8072004,1.1267439,1.7637405,1.6500406,5.759483,5.184417,1.3818829,0.5717435,0.7658728,0.39767516,0.30431336,1.054593,0.272939,0.11862948,0.17985666,0.18870115,0.84098095,0.38999608,0.30386895,0.16745508,0.015535784,0.029527048,0.20815936,0.110666625,0.4777382,0.17584457,0.08708521,0.05548745,0.44655254,0.55730605,0.5978426,3.7769792,5.255559,3.7710521,3.4410307,2.2279232,0.94174623,0.9391936,0.8597746,0.45464084,0.46086344,0.15319557,0.5910898,0.21741629,0.2575691,0.38303214,1.0026529,1.239274,1.7999452,0.80908906,0.24717051,0.26541892,0.2478119,0.54861337,0.6205031,0.6294685,0.21575421,0.2627546,0.07955825,0.023078758,0.05063602,0.19623844,0.08690254,0.04165521,0.04693045,0.05062187,0.048437092,0.035766184,0.024766725,0.015720988,0.007200627,0.0010939167,0.0011844143,0.0020272515,0.0038634306,0.0018701617,0.0013789859,0.0003626144,0.00023236473,0.0005118563,0.0003831535,0.00038066533,4.709072e-05,4.745905e-06,8.844681e-06,6.2896497e-06,2.630173e-05,6.749617e-05,4.5848275e-05,7.294257e-05,3.428527e-05,4.37716e-05,6.194869e-05,3.3310607e-05,4.0768923e-06,6.90043e-06,1.2059153e-05,2.372286e-05,6.295793e-05,6.0146904e-05,7.82234e-06,3.1103814e-06,2.4932826e-06,2.8166612e-06,2.6542332e-06,1.0406416e-07
1570.3887,658.6943,226.17654,15.551372,6.3366356,5.4837418,1.9308455,1.0400071,0.67228055,0.28212017,0.51102763,6.407061,21.984419,34.724068,13.931754,3.1598873,13.008491,7.550617,1.9750824,14.050001,32.22158,7.6183276,3.9111018,3.2066808,2.2527797,3.0373206,4.1012106,5.0523033,1.5285323,2.1419582,2.2026443,0.48491776,0.30140302,1.2053859,0.27259648,0.12089407,0.3507002,0.45013815,1.6066918,0.7005725,0.3736768,0.16142522,0.0721671,0.06705635,0.1616576,0.2941252,0.5157934,0.30025628,0.09352257,0.1295094,0.46716663,0.78897965,0.86393,3.3345459,6.7189603,3.4182713,6.2873836,2.8486881,1.2078366,1.0487976,1.2671748,0.7803981,1.0537639,0.36513436,0.41966558,0.33407402,0.4697018,1.6273488,1.7228496,1.4446481,1.5934601,1.2584846,0.24184197,0.47585937,0.2702169,0.661418,0.3478856,0.94077206,0.43246922,0.23887041,0.09752888,0.018544342,0.03348449,0.26047453,0.22778794,0.068938985,0.06185374,0.07954073,0.06503004,0.08664481,0.051783707,0.009748484,0.0061125625,0.0026130816,0.002328621,0.0029223852,0.0044967267,0.0017909851,0.001164811,0.0006000777,0.00033420481,0.0005532864,0.00045878263,0.00045143464,6.1652696e-05,2.4516567e-06,4.836379e-06,9.868733e-07,3.2878783e-05,7.598443e-05,6.132357e-05,9.889088e-05,3.0279736e-05,4.6877445e-05,7.043095e-05,1.9583798e-05,3.4963437e-06,9.135971e-06,9.45653e-06,3.07608e-05,6.9946705e-05,6.1135026e-05,5.6655567e-06,2.573761e-06,1.6238089e-06,3.2587986e-06,2.7784472e-06,1.4061e-07
367.94073,232.59862,101.44419,9.84337,0.3689268,0.81238705,1.6858273,0.6349225,0.2716334,0.19581182,0.41089517,1.731397,2.7106767,6.4624586,4.770328,2.2484155,6.8002505,2.7474182,2.6190994,12.952117,11.438763,2.2305114,1.6284709,1.7870148,2.3020737,1.7602187,3.3379571,4.2149715,1.033896,0.7876727,0.7795214,0.15576325,0.24865824,0.2549998,0.065733574,0.054609362,0.15596907,0.14517246,0.36242017,0.1848769,0.05613472,0.06549166,0.06449597,0.037823565,0.07467758,0.17339385,0.32952484,0.1992269,0.050215434,0.10988152,0.41489622,0.51897615,0.69491607,1.2294357,4.5014205,2.4759262,5.7939425,1.382202,0.5055801,0.5140071,0.37134472,0.30367026,0.52632296,0.2680966,0.10497208,0.14327766,0.34803322,1.021954,1.0209999,0.78820807,0.9837832,1.1432726,0.37789306,0.58853024,0.18503861,0.24483636,0.15887666,0.25640565,0.25939912,0.04976219,0.030769804,0.012393292,0.018871523,0.16196606,0.09581205,0.022179922,0.025031246,0.04969229,0.059946615,0.086829014,0.05216106,0.0100206705,0.0038755266,0.0024445043,0.0019274428,0.0013538611,0.0012175862,0.0009816429,0.00047779994,0.00022326519,0.00018143053,0.00019900178,0.00018349222,0.00013098482,5.2594638e-05,9.209933e-06,1.6275444e-05,3.947099e-06,1.941186e-05,2.9372331e-05,2.2165386e-05,6.125706e-05,2.5926012e-05,2.541207e-05,3.7073478e-05,1.20693085e-05,4.8279585e-06,7.3235815e-06,4.371886e-06,1.3260691e-05,4.888983e-05,3.7189297e-05,4.3412924e-06,1.4554345e-06,9.1550504e-07,2.0064235e-06,1.1710098e-06,7.119378e-08
56.97464,134.90785,23.895626,2.5839233,0.39189497,0.08251202,0.2704742,0.046190716,0.07748505,0.053698614,0.2665194,1.0481402,0.3017129,0.3079273,0.86991096,0.55776715,0.66767734,1.0971773,0.847658,2.1803231,0.9188197,0.48738816,0.55966765,0.34488583,0.3571481,0.41119093,1.2788047,2.591901,0.71720695,0.088748164,0.04862717,0.062991716,0.0794169,0.048788726,0.036272403,0.01956478,0.010529461,0.018291567,0.04781861,0.016900836,0.024079964,0.021873323,0.015655847,0.020882372,0.03169491,0.029253488,0.13579436,0.05498207,0.03861147,0.14959359,0.37482253,0.39849693,0.5588073,0.7099487,1.0431492,0.81172544,1.5787647,0.76332575,0.1408506,0.12062059,0.18995911,0.10482775,0.17173375,0.07099553,0.05953608,0.020596456,0.108141914,0.09742914,0.3567222,0.42365223,0.31944877,0.24432844,0.097596474,0.12278436,0.073450126,0.113845445,0.1692157,0.11502153,0.068769835,0.022380805,0.008255629,0.008045103,0.015679501,0.05821798,0.021295723,0.010029134,0.007849353,0.010335006,0.031044364,0.043755855,0.012680457,0.008833239,0.0017797478,0.00057321537,0.0009608413,0.00025071052,0.00041501725,0.00033166533,0.0001870716,3.6121695e-05,5.0133247e-05,7.005209e-05,5.4053675e-05,3.556567e-05,3.3933662e-05,1.5486097e-05,1.1585408e-05,5.728011e-06,1.0466776e-05,1.4357125e-05,9.840528e-06,3.0054653e-05,1.8878167e-05,7.69327e-06,1.6390366e-05,1.0076861e-05,4.3914206e-06,4.2993092e-06,3.2537878e-06,6.5751e-06,2.0414054e-05,1.7020826e-05,2.6501828e-06,2.8364016e-06,1.823569e-06,1.4403196e-06,1.1439765e-06,4.9866948e-08
20.565922,36.25761,5.6556964,0.5215061,0.15518709,0.04305175,0.056214444,0.02276246,0.012089377,0.011108263,0.05031975,0.10966194,0.16270493,0.15857866,0.38352448,0.1283012,0.12636495,0.38106933,0.23655877,0.36509302,0.29774222,0.456032,0.34966797,0.099336565,0.083240405,0.09945208,0.09961872,0.47537324,0.54886746,0.076109216,0.036411636,0.016432941,0.014819075,0.018803257,0.029880652,0.008964022,0.008552506,0.0049908278,0.010851637,0.008208386,0.0146594765,0.009656096,0.011781159,0.017986512,0.0106837675,0.003079252,0.011882505,0.011087162,0.01775249,0.066382624,0.086112514,0.20101559,0.21437915,0.19776134,0.046883646,0.15939835,0.3597316,0.26602495,0.07247079,0.019832257,0.047922276,0.024175286,0.021792915,0.018707115,0.025304874,0.010907834,0.022170233,0.027386574,0.053870328,0.07703605,0.068725266,0.0118724285,0.008578549,0.010998394,0.022383615,0.024022805,0.03667802,0.05111044,0.029141206,0.007922639,0.0016747254,0.0010003865,0.0020512503,0.0052724616,0.0035200997,0.00438197,0.0025042747,0.0011800824,0.007675246,0.007902638,0.002373582,0.0017115084,0.0002341383,0.00019904423,0.00025468078,6.329416e-05,0.00015400676,0.00010401641,6.4005966e-05,4.1734078e-05,1.5886362e-05,1.17625395e-05,9.447598e-06,1.0656388e-05,1.0733736e-05,6.690298e-06,5.7049906e-06,4.593215e-06,3.6743004e-06,6.759886e-06,4.7359467e-06,8.898473e-06,6.4438595e-06,3.8363733e-06,8.437171e-06,5.9389176e-06,2.6020468e-06,2.4070414e-06,2.8317288e-06,3.176357e-06,6.4398114e-06,4.489217e-06,1.5063467e-06,2.319917e-06,1.9825943e-06,8.9181594e-07,6.4031866e-07,2.4586068e-08
1.7798494,1.9674282,0.32549414,0.1317765,0.020728253,0.0025366952,0.0013859591,0.0033339022,0.00092179154,0.0019570845,0.0018306563,0.009837702,0.040530197,0.034449507,0.022432668,0.004678825,0.00604191,0.013284762,0.020870913,0.007752935,0.013912909,0.066901945,0.05921202,0.017430834,0.0023747224,0.0035792885,0.010425086,0.022042818,0.04297085,0.026064655,0.0077785025,0.004406907,0.0005301155,0.0004994914,0.0018975437,0.0008898611,0.0011262726,0.002060523,0.0017923294,0.0013976244,0.0011825579,0.0020946506,0.0009964796,0.002216472,0.00070534175,0.00035916024,0.0008775029,0.0019276411,0.0007461644,0.0024744174,0.002633971,0.012865256,0.016698042,0.0064105424,0.008564692,0.004712942,0.031168032,0.04785923,0.019176478,0.0023772826,0.0026227147,0.0017540402,0.0023270356,0.0023634648,0.0026441736,0.0038035288,0.0026088061,0.0036783796,0.0035567873,0.016339038,0.016359907,0.0022122907,0.00056233874,0.0015401825,0.0027134581,0.0030621288,0.0020416428,0.004366845,0.0034473198,0.00046317524,5.8875004e-05,8.2559556e-05,0.000112546724,0.0003083147,0.00022197337,0.00035081958,0.00021679801,7.751737e-05,0.00039363297,0.00050252315,0.00022997257,2.8875927e-05,2.2464445e-05,3.2208554e-05,3.942954e-05,1.4554613e-05,1.8909504e-05,1.1467201e-05,4.9600635e-06,7.3688484e-06,1.8149822e-06,2.9309188e-06,3.6748247e-06,3.949836e-06,4.8064953e-06,2.89349e-06,2.5265379e-06,1.5255963e-06,4.7301307e-07,2.2980682e-06,1.6022229e-06,2.8267712e-06,3.0170418e-06,1.4853465e-06,2.6556204e-06,1.7908847e-06,1.8014324e-06,2.1016506e-06,9.4821354e-07,9.557388e-07,1.778301e-06,1.3259686e-06,8.6617507e-07,7.6164366e-07,8.210552e-07,6.1162365e-07,2.0960395e-07,6.0578067e-09
