Normalized_Energy
-1.1399503
-1.1399503
-1.1399503
-1.1399503
-1.1399503
-1.0844659
-0.5667682
0.025913924
0.33975542
0.9585322
1.3553118
1.4718479
1.5757631
1.5927744
1.5126199
1.2995723
1.230922
1.163632
0.9835317
0.83707756
0.7377448
0.746929
0.7772493
0.70395803
0.48271722
0.3585078
0.3363001
0.22406034
0.03665084
-0.27236754
-0.6069682
-0.7437826
-0.84395933
-0.98180383
-1.1118037
-1.1399503
-1.1399503
-1.1399503
-1.1399503
-1.1399503
-1.1399503
