Original_Frame,Hamming_Windowed_Frame
-2.4153437e-09,-1.500089878953495e-09
-4.8755835e-09,-2.993250811890805e-09
-8.317269e-09,-5.046654123502184e-09
4.293508e-09,2.574358144956411e-09
-8.541904e-09,-5.060252475431881e-09
5.5738463e-09,3.2618177494217486e-09
-3.2511345e-09,-1.879111831412964e-09
2.451126e-09,1.3990121488146667e-09
4.1146246e-09,2.3187225907251944e-09
1.5411716e-08,8.57346195160138e-09
3.5737147e-10,1.9621627955438355e-10
-6.284541e-09,-3.4050329961236558e-09
9.940171e-09,5.313690530738252e-09
-2.826107e-09,-1.4902768302748348e-09
3.844622e-09,1.9995334814871258e-09
5.9404953e-10,3.046592754492248e-10
8.552991e-09,4.324598967010966e-09
-5.8995275e-10,-2.9403552010218364e-10
8.68692e-09,4.266985018965001e-09
-1.3767556e-08,-6.663497335020418e-09
1.677037e-09,7.996403386178906e-10
-3.7940087e-09,-1.781857599119619e-09
-9.217879e-09,-4.26327669569225e-09
-5.526555e-09,-2.516630276122532e-09
-5.510576e-09,-2.4701772646163734e-09
-4.2855035e-09,-1.8906552304979944e-09
6.5360743e-09,2.8373915867169885e-09
-9.58831e-09,-4.094943435077297e-09
-6.72709e-09,-2.825840972651741e-09
-8.096749e-09,-3.344692283019891e-09
3.3298697e-11,1.3524071177102185e-11
1.5099708e-09,6.028267548712224e-10
2.917139e-09,1.1445459482477222e-09
3.759504e-09,1.4493275086462386e-09
-4.397402e-09,-1.6653257074962986e-09
-7.289483e-09,-2.7112730381028036e-09
-5.3319527e-10,-1.9473421829506093e-10
-8.156366e-09,-2.9244049643751995e-09
-1.27865025e-08,-4.4996858247146385e-09
2.9849443e-09,1.0307672197310943e-09
-8.284481e-10,-2.8066448272304047e-10
2.8199487e-10,9.370538871900919e-11
1.5330601e-09,4.995589677987044e-10
-6.0556093e-10,-1.9346050352222464e-10
-1.6471583e-08,-5.157973210013834e-09
-1.1753595e-08,-3.6068318973102397e-09
-8.0026545e-09,-2.406038900009373e-09
-1.0197576e-08,-3.0031763231347566e-09
3.6606054e-09,1.0557326732847842e-09
3.848915e-09,1.0868221557348108e-09
7.228005e-09,1.997835980399994e-09
-1.2892386e-08,-3.487372157752083e-09
6.717058e-09,1.7777491290185928e-09
-1.081334e-08,-2.7995025302084615e-09
1.5153692e-08,3.836834273192273e-09
-1.0733759e-08,-2.6573252714556156e-09
3.0232897e-08,7.316723163289515e-09
-2.4620856e-08,-5.823590122715577e-09
-5.0321747e-10,-1.1630604412292558e-10
-6.9951804e-09,-1.5794799379309218e-09
1.2641472e-08,2.7880008497918546e-09
-1.7589636e-08,-3.788311224542119e-09
1.755567e-08,3.6916072051736216e-09
-8.021141e-09,-1.646500225298503e-09
1.4734301e-08,2.951915641554361e-09
9.882941e-09,1.9321185476850603e-09
2.9781377e-09,5.680590915850882e-10
-2.1814515e-09,-4.059077976867401e-10
2.228402e-09,4.044313400872346e-10
2.1363181e-08,3.781184112086553e-09
-2.9541823e-08,-5.098662857251597e-09
3.444479e-08,5.7963146339776245e-09
-1.4401245e-08,-2.362634801142875e-09
3.3667686e-08,5.384478461812293e-09
-3.402487e-08,-5.3043712692674336e-09
4.47864e-08,6.805690830670967e-09
-3.7270485e-08,-5.520395161779628e-09
4.9355393e-08,7.125558934447561e-09
-2.7761157e-08,-3.906714686081482e-09
5.5096052e-08,7.55798961022804e-09
-3.6758927e-08,-4.9158008436479066e-09
4.77616e-08,6.227344994649272e-09
-4.0119623e-08,-5.1007538756621955e-09
7.0572874e-08,8.750733312784423e-09
-6.609391e-08,-7.994451200930865e-09
1.1042081e-07,1.3031873380356603e-08
-1.5931563e-07,-1.8351388552314237e-08
3.0805734e-07,3.464505362209291e-08
-7.163332e-07,-7.868429593346544e-08
4.133735e-06,4.4367361066599556e-07
2.8537174e-06,2.9942364432919295e-07
-1.6974438e-06,-1.7420197526398486e-07
1.7272026e-06,1.7347420305805225e-07
-2.335166e-06,-2.2967749655879547e-07
6.139355e-06,5.917412400634535e-07
7.465779e-06,7.056945061562076e-07
-1.5627697e-06,-1.449833496910215e-07
6.559078e-07,5.977528081838603e-08
-1.16306666e-07,-1.0421694458832653e-08
-5.5711837e-07,-4.913150880101169e-08
5.070534e-06,4.405482757747521e-07
1.0490628e-06,8.989600427858871e-08
8.08905e-07,6.844315827866135e-08
5.429909e-06,4.5418700024914123e-07
-8.911489e-07,-7.377989916739808e-08
5.8069168e-06,4.7646759258964116e-07
8.0473e-06,6.552525317852162e-07
4.4335816e-06,3.587311011838738e-07
-3.3204851e-06,-2.673429488097543e-07
8.001879e-06,6.419757188587119e-07
5.9816257e-06,4.788712104960091e-07
-3.035835e-07,-2.4286680400109623e-08
