Energy
1.3187236e-23
3.5876394e-10
1.3973553e-09
1.4404251e-08
6.396926e-08
1.7585748e-07
3.694842e-07
5.8512273e-07
8.507365e-07
1.176275e-06
1.8219737e-06
2.9078492e-06
3.6474123e-06
2.1652751e-05
0.00059921364
0.0050804205
0.02081637
0.041130256
0.056052547
0.06827483
0.08086745
0.09081878
0.10250451
0.10389711
0.08615152
0.046554603
0.30464303
0.6192904
0.87738013
0.7327682
0.7232316
0.6979493
0.54427636
0.297197
0.06997453
0.017574335
0.26544863
0.43781495
0.42744184
0.29264888
0.24839449
0.24820226
0.2070352
0.12270529
0.038791146
0.059141945
0.27016252
0.44028515
0.42823222
0.3858385
0.35111532
0.30297464
0.1912409
0.07115376
0.013763854
0.0057248245
0.0040960414
0.003543566
0.0031999932
0.002159762
0.0019580745
0.001722767
0.0016458515
0.0023430001
0.0033209869
0.0035304436
0.0037470523
0.0032073013
0.0028632917
0.0025862076
0.0021679653
0.0014077241
0.0010388521
0.0009525409
0.000874076
0.00082682946
0.00067085394
0.00073074125
0.0011742332
0.0018067389
0.0017567126
0.001517221
0.0009906533
0.0007736691
0.0007100795
0.0006219666
0.0005996062
0.00048282908
0.00043937517
0.00058425515
0.001045852
0.0014607094
0.0016222704
0.0015064145
0.0011445207
0.00095483434
0.0010080144
0.0008364258
0.00089679006
0.0008807776
0.00076023734
0.00058489904
0.00037100122
0.00025077746
0.00021696219
0.00022328089
0.00025222864
0.00026522455
0.00020876227
0.00018460347
0.00017084782
0.00011864568
9.695744e-05
5.8409947e-05
6.360124e-05
0.0001007677
9.772593e-05
8.51811e-05
7.4582946e-05
9.1404e-05
0.00010786165
0.00014614736
0.00015898078
0.00013903555
0.000115348885
8.897572e-05
7.29007e-05
7.4347816e-05
7.859848e-05
8.457791e-05
0.00013187801
0.00013567308
0.00010911125
7.522561e-05
7.9528276e-05
8.790482e-05
7.0250004e-05
5.5970264e-05
3.830625e-05
3.929639e-05
4.0496427e-05
3.470708e-05
2.9124778e-05
3.2615935e-05
3.7910468e-05
3.3745673e-05
2.725523e-05
2.4107465e-05
2.138165e-05
2.4687313e-05
3.8240847e-05
3.6249832e-05
3.0004523e-05
1.9410141e-05
1.1933535e-05
8.843169e-06
1.1400887e-05
1.844953e-05
3.1396357e-05
4.6821697e-05
5.1777955e-05
5.3446078e-05
5.0410155e-05
3.831379e-05
2.9753668e-05
2.2487948e-05
2.0470648e-05
1.718317e-05
1.6587494e-05
1.5252629e-05
1.246082e-05
6.947361e-06
7.3376987e-06
9.298136e-06
1.1019658e-05
1.0852496e-05
1.3600131e-05
1.4673553e-05
1.3957845e-05
1.0740261e-05
1.145701e-05
1.26340965e-05
1.0544994e-05
7.405093e-06
3.7052396e-06
3.5670837e-06
3.1090149e-06
3.8383437e-06
3.7148275e-06
5.0737053e-06
4.289394e-06
2.633456e-06
1.6316095e-06
1.5977766e-06
1.8105227e-06
1.27062e-06
1.3264705e-06
2.3625635e-06
2.7484266e-06
1.9892564e-06
8.815276e-07
4.6666202e-07
5.302571e-07
5.862668e-07
5.886046e-07
4.831786e-07
4.5148388e-07
6.794596e-07
8.490279e-07
1.0614635e-06
9.115573e-07
8.1129133e-07
6.672001e-07
7.2834126e-07
7.142356e-07
7.4791035e-07
8.3902995e-07
8.9728263e-07
8.2676314e-07
7.7868697e-07
5.9017736e-07
6.2314484e-07
5.0518156e-07
6.0304603e-07
1.0144347e-06
1.0268661e-06
1.0468971e-06
7.817217e-07
5.100783e-07
4.91513e-07
4.1656534e-07
3.5347546e-07
3.3089938e-07
3.9195243e-07
4.8607467e-07
5.0528297e-07
4.167244e-07
3.6524236e-07
2.6550077e-07
2.3431389e-07
2.1568411e-07
1.8654706e-07
1.7122372e-07
1.3722831e-07
8.154553e-08
4.8576403e-08
2.655793e-08
2.4804315e-08
1.7211493e-08
5.297599e-09
1.0601239e-09
4.0802436e-10
5.8193986e-19
7.170205e-25
0.0
0.0
0.0
