MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Delta_1,Delta_2,Delta_3,Delta_4,Delta_5,Delta_6,Delta_7,Delta_8,Delta_9,Delta_10,Delta_11,Delta_12,Delta_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12
0.11920621,0.016804583,0.4500464,0.27158675,-0.23770647,0.7288161,-0.6296611,-0.23431426,-0.22565521,0.069538616,-0.22862522,1.034791,0.24576907,-0.04061924,-1.3720748,0.07485435,1.7099221,0.8937303,0.38176417,-0.79680836,-0.5666982,0.29479298,0.705234,-0.45661932,0.5125708,-0.05891327,-0.4436281,-0.5786804,-0.21838975,0.22380622,-0.15613264,0.38894585,0.75149274,0.9655685,0.6833842,-0.5987603,-0.2760642,0.099478826
0.034196816,-0.43518934,0.023738798,0.4455142,-0.22980647,0.5052695,-0.62280893,-0.08922729,0.94903874,0.45826018,-0.11219444,0.072179735,0.26772773,-0.087849244,-0.97286636,0.25593778,1.5385844,0.83584875,0.24519296,-0.17527197,-0.13743235,0.17172751,0.743556,-0.51066434,0.09790043,0.32214913,-0.2702962,-0.2944733,-0.22050828,-0.008565073,-0.2551544,0.31977716,1.3442309,0.5723058,0.5505599,-0.5476535,0.682518,1.7496595
-0.07399234,-0.591499,-0.0794918,0.7678463,0.05879175,0.087561406,-0.81383485,-0.23786241,1.4033644,0.87033236,-0.06320683,-0.5872152,0.090445146,-0.12883852,-0.5150275,0.42475083,1.1267985,0.6176503,-0.028021043,0.18516977,0.38393888,0.08451247,0.31095317,-0.26872486,0.047448296,0.59239155,-0.7640571,-0.54187685,-0.5574736,-0.46802095,-0.7161319,-0.646236,-0.22376573,0.9655685,0.5349003,-0.7871371,-0.27874023,-0.18651323
-0.06610612,-0.2850872,0.3509406,1.0497593,0.16732258,-0.13264243,-0.64336985,0.0065038432,0.8663014,0.28308615,0.101626575,-0.31229407,-0.3638756,-0.1410618,-0.22825007,0.5556677,0.7422106,0.6591949,-0.16434526,0.23176046,0.46769804,-0.30927402,0.020676127,-0.1628258,-0.10184077,0.47814396,0.06849002,-0.107234985,0.06688232,0.36832365,0.055695888,0.9476065,1.3442309,0.35412943,-0.2538633,-0.52488095,0.40848672,1.1481614
-0.03659866,-0.022447458,0.7023728,1.1089585,0.18875776,0.014979721,0.010817822,0.27479845,0.0820845,0.5947481,-0.17373906,-0.1442066,-0.21181169,-0.106877536,-0.2249709,0.621296,0.28435093,0.56291115,-0.07084741,0.17041117,0.48880172,-0.8518192,0.11698201,0.02513201,0.2823893,0.35246986,-0.74723846,-0.5409511,-0.062277507,0.22056946,-0.33476925,-0.03445337,1.3442309,0.18317011,-0.27791592,-0.4020959,-0.5268592,-0.4186134
-0.08902374,0.017599022,1.0599816,1.180058,0.41359818,0.39795154,0.049255844,0.40345964,0.08565728,0.78833354,-0.23388186,-0.04928521,0.38087073,-0.04709686,-0.33664104,0.63475734,0.12295363,0.5068302,0.11636914,0.26530796,0.46864498,-1.016753,0.07806038,-0.033060025,0.95617837,0.38120064,-0.8803401,0.02612273,0.6157191,0.47051013,0.0030083095,-0.40126243,0.82919896,0.9655685,-0.09211353,-0.4142979,-0.44873723,-0.8692926
-0.09163501,0.011253766,1.1760513,0.87390065,0.3113523,0.49588183,-0.32141635,0.43967983,-0.38283288,-0.038732123,0.008808367,0.61924696,0.3953567,0.13276371,-0.5614283,0.16025172,0.5116247,0.55268437,0.59750414,0.37543342,0.47292784,-0.83360255,0.061059505,0.085658304,1.1611933,0.70963377,-0.589972,-0.03460187,0.38992485,0.30005658,0.28211814,1.3994132,0.39067382,-0.71869475,1.2701883,0.33913577,-0.31980214,-0.52730757
-0.08168694,-0.38689965,1.0139796,0.88230675,0.59402245,0.28725553,-0.6822523,0.505517,-0.63632876,0.04908776,-0.019229023,0.7170248,0.77317864,0.2969452,-0.8097296,-0.3071522,0.9908399,0.5931995,1.0212007,0.4088885,0.42339566,-0.53238904,0.11126131,0.26909485,1.1254101,0.7340126,0.34567103,0.7667849,1.5080819,2.1006658,0.5109322,1.333828,1.1699011,-0.41742563,1.2367108,1.5332937,1.3538753,0.7220263
-0.101997085,-0.8614782,0.78293985,0.5599662,0.35415083,0.22317383,-0.61956054,0.6357676,-0.6049716,0.9950182,-0.009227904,0.8734305,0.35317916,0.36397734,-0.79009396,-0.53667915,1.22049,0.37599617,1.1544923,0.46401867,0.36617035,-0.13357973,0.1856425,0.75490683,1.0561377,0.32304743,0.9152888,0.79268247,1.7863122,1.8428808,1.5817747,0.75236255,-0.3392035,-0.85125756,-0.5336897,-0.0010836873,0.92536306,0.84877914
-0.08635066,-0.8873474,0.8455172,1.029699,0.5706387,0.44850746,-0.018409975,0.6439684,0.19468914,0.8097253,-0.023032498,1.0006434,0.23362145,0.35425234,-0.5197759,-0.759022,1.1513151,0.12488622,1.0511158,0.68323463,0.28216922,0.379624,0.5011315,0.83523124,0.6404205,-0.011537638,0.6311543,0.29397988,0.68878496,0.7853802,1.8908845,2.1210942,-0.35004696,-0.8737346,0.08292566,0.41106328,0.9917274,0.48098928
0.28903863,-0.7835063,0.102133535,2.4189036,1.0020791,1.7685409,0.16799803,0.77312225,-0.17342222,0.57688767,0.2670874,0.9860454,0.80943817,0.24381599,-0.1975233,-0.91387826,1.0024999,0.031163236,0.7706099,0.7608437,0.18981166,1.1172704,0.868075,0.6219725,-0.011713239,0.056279052,1.1252202,1.2063304,1.7681932,1.6086537,0.8351765,0.9119709,-0.44484583,-1.5910236,0.4566171,1.5357383,1.5116767,1.4020964
0.44613504,-0.7240719,0.27078375,2.7425954,0.9367728,2.389442,0.39222065,0.97425294,-0.68440276,0.29997718,0.4412453,1.4175545,0.55136305,0.06449494,0.16229327,-0.8933056,0.50218815,-0.15316254,0.50824475,0.72931665,-0.022187915,1.3783858,0.88500315,0.4862222,-0.49352285,0.06273895,0.7665868,1.1211942,1.7863122,1.8228859,0.44626972,-0.38946435,-0.71163327,-1.5830973,-0.45802316,0.40416664,0.6730067,1.0743034
0.30699837,-0.58332485,0.49067134,2.240962,0.41577083,2.142766,0.5406608,0.94319695,-0.25599018,0.9664722,1.0180947,1.4887016,0.35378626,-0.1499042,0.37988573,-0.69001323,-0.07945138,-0.11287714,0.168623,0.4659716,-0.30505702,1.18835,0.40404373,0.52466166,-0.55030936,0.26788223,0.12635681,0.36458302,1.5416381,2.1006658,0.7730762,-0.1563095,-0.83285403,-0.9404037,-0.2616751,0.74034846,0.88987136,1.2712622
0.1585103,-0.46514198,0.1065595,1.6949316,0.37151408,1.6327542,0.4732042,0.74236673,0.7707609,1.495873,0.71067464,0.8350965,0.4976398,-0.4130942,0.34610543,-0.40911198,-0.7402331,-0.03781528,-0.3127458,-0.012723934,-0.6098189,0.78583133,-0.040662304,0.6015151,-0.3906382,0.1753378,-0.14057244,0.1966363,0.69713247,0.6824942,0.26274252,0.43773502,-0.66381,-1.3921177,-0.43834305,1.5357383,1.0354546,0.30993584
0.0040006973,-0.5179279,-0.29922187,1.5473808,0.5055207,0.889136,0.14871563,0.6673371,1.580144,1.6388308,0.36927608,0.35137242,0.74821424,-0.80555123,0.27445963,-0.045814835,-1.2112728,0.26272437,-0.9549858,-0.1588631,-0.9430113,0.9758968,-0.5332036,0.778722,-0.27437255,0.19107506,-0.41617122,-0.20493695,0.16945738,0.6828548,-0.39790195,-0.4115077,-1.0693747,-1.5502819,-0.708115,1.5357383,0.45693117,-0.46144834
-0.15334587,-0.5658017,-0.28973493,1.1163828,0.44367495,0.9580702,0.334778,0.24283245,1.1769793,1.7992264,0.38505575,0.05526705,0.6978169,-1.4582077,-0.16512945,0.5234411,-1.472772,1.2353249,-1.7411715,0.35646552,-1.4655521,1.1323752,-0.98752636,0.96585995,-0.23254842,0.60710734,-0.4312007,-0.062491227,0.14530171,0.55012727,0.17307049,-0.50637007,-1.1419663,-0.7844224,0.42224014,1.5357383,0.10309868,-0.30669078
-0.274839,-0.5079857,0.06132913,0.9569792,0.6505529,1.0424579,0.3080847,-0.15238795,0.59396464,0.6040487,0.8925153,0.88850754,0.70309407,-1.9102861,-0.98800164,0.7526777,-1.7235593,1.4996142,-2.0673327,1.1426282,-1.7574022,0.4580067,-1.646841,0.8697992,-0.43449634,0.6568694,0.25262794,0.384995,0.504779,0.72060156,0.98643595,0.05264307,-0.16239186,-0.91054016,-0.251836,1.5357383,1.0837567,0.34126216
-0.4279716,-0.4675109,0.33067492,1.1746869,1.0461413,0.775718,-0.11889221,-0.5611427,0.2548543,-0.32713354,1.1913873,1.2942798,0.60834557,-2.1490853,-1.5529122,1.0139699,-1.8664435,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440616,-1.9270558,0.9977375,-0.44701555,0.5235732,0.9220178,0.5930016,0.3540164,0.20182787,0.28585422,0.24573943,1.2062728,0.9655685,-0.53663486,1.0115597,1.3372148,0.9896778
-0.8740624,-0.41538575,0.37158623,1.2300143,1.477698,0.02427643,0.175517,-0.9764139,1.1644284,-0.57448316,1.7267708,1.1285003,1.0406398,-2.1490853,-1.5529122,1.0139699,-1.8664435,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440616,-1.9270558,0.9977375,-0.44701555,0.5235732,0.4166298,0.1496589,-0.067416035,-0.24390645,-0.4830402,0.113726646,1.001756,0.9655685,-0.7328691,-0.21047325,0.7628985,0.1938686
-2.23475,-1.1919649,1.7627438,0.083405584,2.742407,-2.275774,1.8222586,-2.2475343,1.7709779,-0.5109001,1.8231424,0.9866708,1.3324261,-2.1490853,-1.5529122,1.0139699,-1.8664435,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440616,-1.9270558,0.9977375,-0.44701555,0.5235732,1.3896788,1.1038386,0.6141388,0.8698241,0.94377327,1.0183675,0.6195707,0.9655685,0.52690774,0.8279211,1.7760017,1.3227191
-2.5266857,-2.165024,1.0088781,-0.87748736,1.596802,-2.3246095,2.705348,-2.395691,0.5204177,-1.0727773,1.3793343,-0.18143268,1.044797,-2.1490853,-1.5529122,1.0139699,-1.8664435,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440616,-1.9270558,0.9977375,-0.44701555,0.5235732,1.1133972,1.7811089,1.7437062,1.4813315,1.4947869,1.3558291,0.74122864,-0.23915529,1.0477244,1.1507746,1.8733436,1.5737422
-2.5266857,-2.165024,1.0088781,-0.87748736,1.596802,-2.3246095,2.705348,-2.395691,0.5204177,-1.0727773,1.3793343,-0.18143268,1.044797,-2.1490853,-1.5529122,1.0139699,-1.8664435,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440616,-1.9270558,0.9977375,-0.44701555,0.5235732,1.168933,1.8800676,1.2088423,0.98671,1.4907664,0.50192165,-0.48370254,-0.72075975,0.31174845,1.105322,1.8733436,1.377114
