0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-4.536960124969482,-5.983213424682617,2.7444863319396973,-4.599382400512695,3.8249926567077637,4.132525444030762,1.7233175039291382,2.58579683303833,1.9645960330963135,3.188255786895752,-2.0676543712615967,3.770504951477051,4.290226936340332,1.193590032276639,-3.0176564569377162,-3.8631695626256697,-4.290924948219664,-3.3134280292065617,-5.1531017030486135,-3.8269994847239692
-3.3834919929504395,-5.122042179107666,1.9508343935012817,-3.0155045986175537,3.450782299041748,4.998620986938477,4.356008529663086,2.107433557510376,2.8094961643218994,2.8206675052642822,-1.663362979888916,2.7768778800964355,4.0672383308410645,-0.9827324442677232,-1.1738972066311895,-3.3914977898720244,-4.102058950066717,-3.6211283925334046,-4.679301201292195,-2.9390841266079075
-2.345686197280884,-4.2563371658325195,0.9351633787155151,-2.538194179534912,2.488187313079834,4.974028587341309,4.517772674560547,2.3225173950195312,4.085787296295166,2.6451256275177,-0.06727772206068039,2.5637948513031006,4.062469959259033,-1.8207777481189125,-1.9565803163333593,-2.562157550023488,-4.235848033278664,-3.280024316408147,-4.6110529141588845,-1.8963067797948225
1.3567935228347778,0.9564088582992554,-1.5171492099761963,-1.2390470504760742,-0.029956644400954247,5.716903209686279,4.158994197845459,1.284952998161316,6.952539920806885,2.042236566543579,3.84090518951416,2.5039360523223877,4.047571182250977,-1.9528731890668045,-3.839999909078498,-4.37208739428253,-4.797271687394785,-3.941277468016835,-5.445132048125999,0.75501889287091
2.9340851306915283,4.208940505981445,-1.3946361541748047,-0.18378381431102753,-1.1367175579071045,4.901048183441162,0.7300748825073242,0.08533681184053421,5.529385089874268,0.5626816153526306,1.9886558055877686,-0.11060100793838501,3.3473472595214844,-1.328367133073725,-1.1998469804546121,-3.5036703352143084,-4.508446188848386,-4.212127655814508,-4.536239994082428,1.5401450391989797
2.94496750831604,5.431098937988281,-0.9490108489990234,-0.025817522779107094,-1.1998200416564941,2.9781291484832764,-1.6795461177825928,-0.29645276069641113,4.058595180511475,0.4526749551296234,3.5073535442352295,-0.16461068391799927,2.639786720275879,0.6897516642661996,-1.064543132389222,-3.5677937716901447,-2.61018733878833,-3.4654715001115095,-3.737769744736916,0.9557706407493239
1.7826060056686401,4.52564001083374,-0.5134657025337219,-0.32681721448898315,-0.39054933190345764,0.35975420475006104,-2.151263475418091,-0.340963214635849,1.5112566947937012,1.179137110710144,4.387073040008545,0.6099411249160767,0.7235673666000366,0.34635552968389677,1.235405215269315,-2.8974231528829915,-0.5877577837210156,-2.639423928282686,-1.4358425190536657,0.21859117800315753
0.5460913181304932,0.5325950384140015,-0.5339642763137817,0.5775434374809265,0.34380847215652466,0.8521684408187866,2.058631420135498,0.7130347490310669,2.0918948650360107,0.5832253098487854,1.394657015800476,0.9445425868034363,0.304358571767807,2.929808537027935,-0.4461420452109458,0.932984235883827,0.512821154482062,-0.09253358693537811,-0.3010617872805646,0.006468677483638927
0.40505531430244446,0.043315526098012924,-0.48849543929100037,0.6671687960624695,0.24859121441841125,0.672380805015564,1.4786211252212524,0.35259225964546204,1.5382883548736572,0.3114830553531647,1.1665652990341187,1.4091733694076538,0.5702726244926453,0.7110367291595953,0.6910339765673862,0.7768099273588646,-0.07080074657848742,-0.19199842636922548,1.2458939380668115,0.11830486708840827
0.26743876934051514,-0.5132361054420471,-0.583856999874115,0.6932573318481445,0.2565041482448578,0.4723009765148163,0.581596314907074,0.08911984413862228,1.5855594873428345,0.4614139497280121,0.6717532873153687,0.5370818972587585,0.29740196466445923,0.3417084973633252,1.4973328289252374,1.6572756563064448,0.5334692916211347,0.4754746910907914,-0.3553488819869539,0.47373772788160434
0.2654705345630646,-0.46831023693084717,-0.612419843673706,0.6643916964530945,0.3117845356464386,0.40061360597610474,0.04986845701932907,-0.3603677451610565,1.2736842632293701,0.4703620970249176,0.6530019640922546,0.7715195417404175,0.4877384901046753,0.877769563100689,1.4761646621310018,0.7993848481314897,0.2682165610803099,0.3651215677397109,0.6964628044649871,0.34072544424762097
0.27078258991241455,-0.5279437303543091,-0.8206987977027893,0.45540446043014526,0.2601388096809387,0.409596711397171,0.07066115736961365,-0.6011113524436951,0.8277174830436707,0.08170893788337708,-0.04155055806040764,0.5569947957992554,0.26358845829963684,2.344505419638983,1.4629524851245137,0.6599778599697234,2.293470313101043,0.7863845999016625,0.14585098613954078,0.07532523529698053
0.3225034475326538,-0.30385059118270874,-0.7294391989707947,0.6139022707939148,0.5358191728591919,0.7046228051185608,0.8438044786453247,-0.09349142760038376,1.5380431413650513,0.2122732698917389,-0.41989967226982117,0.41664114594459534,0.486042857170105,1.8610215674629367,-0.44071535381870475,0.9454443933936657,-0.2535250353555798,-0.32014613866936903,0.23353683077164897,0.7241880238371554
