MFCC_1_Z,MFCC_2_Z,MFCC_3_Z,MFCC_4_Z,MFCC_5_Z,MFCC_6_Z,MFCC_7_Z,MFCC_8_Z,MFCC_9_Z,MFCC_10_Z,MFCC_11_Z,MFCC_12_Z,MFCC_13_Z,MFCC_1_MinMax,MFCC_2_MinMax,MFCC_3_MinMax,MFCC_4_MinMax,MFCC_5_MinMax,MFCC_6_MinMax,MFCC_7_MinMax,MFCC_8_MinMax,MFCC_9_MinMax,MFCC_10_MinMax,MFCC_11_MinMax,MFCC_12_MinMax,MFCC_13_MinMax
0.521125,0.5195511,0.51884675,0.5336491,0.58209133,0.6511197,0.6694238,0.5461082,0.27386457,-0.0149345,-0.19526872,-0.27860135,-0.35228398,0.79841375,0.8272754,0.8442696,0.85820794,0.8996981,0.9409037,0.9187034,0.89230156,0.80561435,0.7277106,0.67054516,0.64145535,0.6044997
0.43771106,0.46529052,0.53838336,0.6283927,0.6926603,0.6867815,0.5803609,0.36186352,0.055356517,-0.25138426,-0.45998797,-0.5202226,-0.4300624,0.7789588,0.8143732,0.84879947,0.8790771,0.9232825,0.94829524,0.9015034,0.8576688,0.7657706,0.68357956,0.6189626,0.59170365,0.5875812
0.58180255,0.59420854,0.62267774,0.6438597,0.62735873,0.54500365,0.38273486,0.14976776,-0.11034648,-0.3366458,-0.5114097,-0.6502906,-0.7367254,0.8125663,0.8450276,0.86834455,0.882484,0.9093537,0.9189095,0.8633374,0.8178009,0.7355556,0.6676663,0.6089427,0.5649216,0.52087545
0.35412535,0.3693742,0.4138284,0.48583487,0.58432144,0.6962988,0.77819896,0.7554859,0.5722856,0.28815514,0.04464508,-0.075003885,-0.09658866,0.7594633,0.791566,0.81991935,0.84767586,0.9001738,0.9502678,0.93971026,0.9316586,0.8600298,0.7842793,0.7172942,0.6833777,0.66011894
0.17058676,0.19974907,0.29227942,0.45776054,0.69018424,0.936243,1.0903834,1.0404422,0.74882734,0.33272976,-0.03566656,-0.27587664,-0.38278478,0.71665525,0.7512322,0.79173625,0.84149194,0.92275435,1.0,1.0,0.9852223,0.8922212,0.79259866,0.7016449,0.6420164,0.5978651
0.28712147,0.30671507,0.37361103,0.5038552,0.69022834,0.85967803,0.8882269,0.7015884,0.37385523,0.083674714,-0.09866572,-0.24052334,-0.37262952,0.74383545,0.7766668,0.8105943,0.85164523,0.92276376,0.98413074,0.96095914,0.92152745,0.8238471,0.746115,0.689369,0.6492959,0.6000741
0.32713866,0.3387554,0.36854026,0.40270895,0.422318,0.40879592,0.35880813,0.30511576,0.3175494,0.44779676,0.6712315,0.9179469,1.0915956,0.75316906,0.7842854,0.80941856,0.82936573,0.8656184,0.8906783,0.85871667,0.84700185,0.81358004,0.8140748,0.8393894,0.88783413,0.91857445
0.19503534,0.21844462,0.28819802,0.40037045,0.54018176,0.6738043,0.75820494,0.76744854,0.70756614,0.61454993,0.5134575,0.39647567,0.246056,0.7223573,0.7556777,0.7907899,0.8288506,0.89075875,0.94560546,0.935849,0.9339073,0.8846975,0.8451977,0.8086459,0.7804591,0.73465145
0.27460095,0.2860204,0.32474285,0.4012245,0.51666075,0.63723737,0.69971824,0.66832316,0.580033,0.5021282,0.42262343,0.26139268,-0.010247921,0.7409153,0.771746,0.7992634,0.82903874,0.8857417,0.9380264,0.92455393,0.9152745,0.8614425,0.82421523,0.7909462,0.7526444,0.6788999
0.43562973,0.44389254,0.46024543,0.46249565,0.42401874,0.32826158,0.18776685,0.057574753,0.023877544,0.13087396,0.32712537,0.5306283,0.67205626,0.7784734,0.80928516,0.8306819,0.84253496,0.86598116,0.8739863,0.8256848,0.8004712,0.7600306,0.7549243,0.7723377,0.80808216,0.8273156
0.21132523,0.23684293,0.30912092,0.41413558,0.52711123,0.6154429,0.65080786,0.6202284,0.52941686,0.4117021,0.30643684,0.23133479,0.17842981,0.7261567,0.76005244,0.79564124,0.8318827,0.8879708,0.9335092,0.91510826,0.9062341,0.8522129,0.8073381,0.7683063,0.74645525,0.7199413
0.15666498,0.1836118,0.26245156,0.3856263,0.5369675,0.6892078,0.80914,0.863554,0.8205598,0.68211466,0.48943278,0.27703837,0.054376457,0.713408,0.74739504,0.7848202,0.82560295,0.8900732,0.9487981,0.9456857,0.9519723,0.9053012,0.85780793,0.8039645,0.755866,0.69295704
0.32767788,0.3467036,0.39624512,0.4557047,0.49956757,0.5104525,0.48972565,0.4510082,0.40267298,0.34658533,0.28653613,0.23082177,0.1780617,0.75329494,0.7861754,0.8158424,0.8410391,0.88209575,0.91174823,0.8839997,0.8744255,0.82910186,0.79518473,0.76442856,0.74634963,0.71986127
0.21255994,0.2307459,0.29060054,0.40162116,0.5542625,0.68992656,0.71710056,0.59126323,0.3818608,0.22005594,0.13769743,0.067211196,-0.020867972,0.7264447,0.7586027,0.79134697,0.8291261,0.8937622,0.9489471,0.9279108,0.90078944,0.8253069,0.77156925,0.7354262,0.7126609,0.6765898
0.10105337,0.1264088,0.20485964,0.33919528,0.51882136,0.7021614,0.8235729,0.8318076,0.72634166,0.56968814,0.42359766,0.30286402,0.21078591,0.70043707,0.7337932,0.77146655,0.81537557,0.8862026,0.95148295,0.948473,0.9460049,0.88812107,0.83682466,0.791136,0.7611837,0.72697943
0.18950748,0.2259549,0.32973632,0.48124063,0.64369804,0.7670938,0.80153394,0.70516354,0.4618335,0.13809876,-0.14089663,-0.2766013,-0.22488165,0.7210679,0.7574635,0.80042124,0.8466639,0.9128388,0.9649412,0.9442168,0.9221994,0.83988947,0.75627273,0.68114,0.64186716,0.63221246
0.2561954,0.25764802,0.26796278,0.30397975,0.38149208,0.48997,0.593804,0.6799143,0.77445626,0.87279254,0.8821184,0.693913,0.29679787,0.73662233,0.76499957,0.78609806,0.8076187,0.85691017,0.9075029,0.9040995,0.9174533,0.8968945,0.89339614,0.8804823,0.8417038,0.7456889
0.23753741,0.24164155,0.2567356,0.29220164,0.35982233,0.45766968,0.5653896,0.66928846,0.7744556,0.8735322,0.91381806,0.8203858,0.54542756,0.7322707,0.7611935,0.78349483,0.8050243,0.852288,0.90080816,0.8986121,0.91545594,0.8968944,0.8935342,0.8866592,0.8677456,0.7997712
0.15067004,0.17664854,0.24977896,0.35450998,0.46475148,0.5495024,0.5857384,0.5669011,0.50380015,0.4341478,0.40643618,0.45015827,0.5488034,0.7120099,0.74573934,0.7818818,0.81874895,0.87466943,0.91984195,0.9025419,0.89621,0.84754187,0.8115274,0.78779197,0.7915128,0.8005055
0.26907653,0.28571108,0.33015785,0.38451427,0.41547877,0.37691122,0.2339149,0.0066479514,-0.19534627,-0.23198363,-0.060699802,0.27850285,0.7238674,0.7396264,0.7716724,0.800519,0.82535803,0.8641596,0.8840697,0.834597,0.79089844,0.72005635,0.6872005,0.696767,0.75616753,0.8385857
0.1654453,0.18625823,0.24657004,0.33737096,0.43599486,0.50143135,0.49089122,0.3979196,0.2814769,0.23781231,0.31186545,0.48677936,0.7178028,0.715456,0.74802434,0.78113776,0.8149738,0.86853564,0.90987843,0.88422483,0.86444634,0.8070024,0.7748833,0.7693641,0.7990533,0.8372665
0.11500435,0.1452399,0.2303316,0.35128838,0.47480908,0.560411,0.576999,0.5149309,0.395306,0.28720748,0.27645418,0.41757435,0.694203,0.703691,0.73827094,0.7773726,0.81803936,0.8768147,0.9221029,0.9008541,0.8864411,0.82775855,0.7841024,0.762464,0.78480345,0.83213305
0.098314345,0.11764275,0.17449552,0.26314208,0.36643714,0.44858825,0.46610135,0.40360942,0.3098302,0.28441826,0.3914107,0.62590593,0.92297643,0.6997986,0.7317088,0.7644261,0.7986234,0.85369897,0.8989259,0.8794373,0.8655159,0.8121725,0.78358185,0.7848641,0.8277006,0.88189614
0.05818723,0.084606685,0.1619656,0.28172857,0.4227501,0.5473665,0.61125743,0.5850316,0.4771351,0.3528225,0.29099345,0.33293068,0.46959615,0.6904392,0.7238534,0.76152086,0.8027174,0.86571056,0.91939926,0.90747017,0.8996181,0.8426796,0.7963488,0.76529706,0.76737463,0.78327626
0.1392623,0.15048534,0.18859541,0.2627723,0.3701027,0.4720578,0.5065686,0.45109972,0.36472753,0.32507557,0.3151444,0.25909245,0.13895793,0.70934916,0.73951817,0.7676954,0.7985419,0.85448086,0.90379035,0.88725245,0.8744427,0.8221827,0.7911701,0.7700031,0.7521708,0.7113553
0.027087728,0.03250147,0.05514423,0.11184396,0.21631996,0.3544842,0.48536533,0.5879836,0.68358135,0.77936405,0.81057525,0.68817794,0.38876182,0.6831856,0.71146375,0.73675257,0.76529694,0.82167894,0.87942135,0.8831576,0.90017295,0.880324,0.8759586,0.86654156,0.8405229,0.765693
-0.19204442,-0.17138012,-0.10401637,0.023539184,0.22376582,0.491841,0.7981564,1.0959218,1.3129152,1.3792552,1.2785041,1.0206211,0.6056272,0.6320758,0.6629843,0.6998486,0.74584603,0.8232671,0.90789074,0.9435645,0.9956508,0.9950796,0.9879224,0.9577211,0.9089756,0.8128659
-0.30141816,-0.27350613,-0.18735601,-0.03787549,0.17901897,0.46093827,0.7905887,1.1190591,1.3398994,1.3573425,1.1918846,0.9223192,0.5811389,0.6065655,0.6387006,0.6805249,0.7323183,0.8137226,0.9014856,0.942103,1.0,1.0,0.9838326,0.94084257,0.88873446,0.80753917
-0.32996237,-0.31758615,-0.27402148,-0.18134786,-0.016951833,0.23032331,0.5478702,0.9035776,1.2315768,1.4439656,1.4954776,1.3807693,1.0836471,0.5999079,0.6282192,0.66043013,0.7007156,0.771922,0.85368705,0.8952287,0.9594956,0.980248,0.99999994,1.0,0.98313296,0.91684544
-0.44547358,-0.42353797,-0.351552,-0.21469812,-5.3616186e-06,0.28769127,0.61734843,0.9388253,1.178975,1.279243,1.2533473,1.147644,0.9712262,0.5729661,0.60302573,0.6424534,0.69336957,0.77553666,0.86557746,0.90864646,0.9661212,0.9706563,0.9692561,0.95281905,0.93513066,0.8923915
-0.42227003,-0.41163415,-0.37578276,-0.30461589,-0.18720956,-0.021416057,0.18149783,0.4075786,0.6347978,0.8241873,0.951451,1.0223006,1.0374329,0.5783782,0.60585624,0.6368351,0.67356336,0.73560596,0.8015101,0.8244741,0.86626196,0.87142855,0.88432443,0.8939923,0.9093214,0.9067929
-0.5659322,-0.5648114,-0.5479912,-0.4767109,-0.3010272,0.0016044322,0.39095756,0.7830276,1.0916003,1.2825123,1.3942024,1.4626846,1.4480354,0.54487085,0.56943345,0.5969057,0.635656,0.71132857,0.80628145,0.8649254,0.93683565,0.954724,0.9698663,0.98026574,1.0,0.9961077
-0.72166157,-0.70216644,-0.6336479,-0.49179846,-0.25510573,0.06982177,0.43652436,0.78028387,1.0344058,1.1660851,1.2127573,1.2370757,1.2598687,0.50854874,0.53677285,0.57704484,0.6323327,0.72112364,0.82042056,0.87372535,0.93631995,0.94429487,0.94813627,0.9449098,0.95354533,0.9551774
-0.70914793,-0.69337624,-0.64013195,-0.5352837,-0.36548337,-0.13127552,0.14315268,0.41682643,0.6345953,0.75564975,0.80461353,0.84749,0.9210554,0.51146746,0.53886306,0.5755414,0.6227542,0.69758004,0.77874,0.8170688,0.86800027,0.87139165,0.87153256,0.86537987,0.87332654,0.88147825
-0.8409576,-0.82859874,-0.7835238,-0.6851649,-0.509661,-0.24536222,0.09302964,0.46834588,0.81417143,1.0570858,1.192115,1.2720556,1.3188251,0.48072433,0.5067095,0.54229367,0.58973986,0.6668269,0.7550937,0.80738896,0.8776845,0.90413636,0.92779267,0.9408875,0.96074796,0.9680017
-0.91643953,-0.9012004,-0.84612405,-0.72751564,-0.51905847,-0.2103868,0.17692325,0.59340787,0.9567311,1.1873167,1.2923026,1.338972,1.3530394,0.46311903,0.48944616,0.52777874,0.58041126,0.66482246,0.76234293,0.82359064,0.90119255,0.9301313,0.95209897,0.9604098,0.9745266,0.975444
-0.9657179,-0.9482842,-0.8891822,-0.77207196,-0.57931554,-0.3031841,0.04001777,0.40495318,0.7094966,0.88290745,0.9582031,1.035216,1.1595218,0.45162535,0.47825047,0.517795,0.5705969,0.6519696,0.7431092,0.7971512,0.86576843,0.88504946,0.89528394,0.89530796,0.9119808,0.93334985
-1.0541686,-1.0430897,-1.0033491,-0.9184558,-0.7673778,-0.5326155,-0.21451785,0.1620634,0.53311926,0.82065946,1.0284575,1.2342657,1.4659292,0.43099546,0.45570743,0.49132356,0.5383529,0.61185586,0.6955559,0.7479947,0.8201121,0.85288805,0.883666,0.9089976,0.9529667,1.0
-1.1419736,-1.1288873,-1.0817332,-0.9809631,-0.8038874,-0.5365514,-0.18950848,0.1990071,0.55581063,0.8086995,0.9793058,1.1604613,1.3896574,0.4105158,0.4353063,0.4731489,0.5245844,0.60406834,0.6947402,0.7528246,0.82705647,0.8570257,0.8814338,0.89942,0.93776983,0.9834092
-1.2540331,-1.2428527,-1.2002807,-1.1035688,-0.925419,-0.6475749,-0.27945685,0.13771221,0.5232483,0.79378366,0.9642264,1.127954,1.327763,0.3843794,0.4082074,0.44566175,0.49757808,0.5781456,0.6717288,0.73545355,0.8155348,0.8510881,0.8786499,0.89648163,0.9310763,0.96994585
-1.2072585,-1.194439,-1.147261,-1.0440916,-0.8601166,-0.5814684,-0.22368139,0.16440186,0.49617782,0.6909569,0.7692617,0.8233004,0.89895487,0.39528894,0.41971928,0.4579552,0.5106791,0.59207463,0.6854304,0.74622506,0.8205517,0.84615195,0.85945827,0.8584913,0.8683457,0.87667096
-1.291282,-1.2821233,-1.2459148,-1.1607919,-1.0009248,-0.7500189,-0.42015186,-0.05429011,0.2715953,0.48202577,0.59030116,0.680903,0.80000687,0.3756914,0.3988695,0.4350807,0.48497358,0.5620402,0.65049565,0.70828223,0.7794438,0.8052006,0.82046336,0.8236195,0.83902496,0.85514766
